clip,seizure,early
Patient_7_test_segment_3050.mat,0.01,0.007
Patient_7_test_segment_3051.mat,0.0315,0.0235
Patient_7_test_segment_3052.mat,0.00275,0.00175
Patient_7_test_segment_3053.mat,0.01725,0.0135
Patient_7_test_segment_3054.mat,0.009,0.00525
Patient_7_test_segment_3055.mat,0.005,0.00375
Patient_7_test_segment_3056.mat,0.0005,0.00025
Patient_7_test_segment_3057.mat,0.07575,0.01575
Patient_7_test_segment_3058.mat,0.00775,0.006
Patient_7_test_segment_3059.mat,0.015,0.0135
Patient_7_test_segment_306.mat,0.007,0.00475
Patient_7_test_segment_3060.mat,0.007,0.004
Patient_7_test_segment_3061.mat,0.00475,0.00425
Patient_7_test_segment_3062.mat,0.0065,0.006
Patient_7_test_segment_3063.mat,0.00575,0.0035
Patient_7_test_segment_3064.mat,0.00275,0.00225
Patient_7_test_segment_3065.mat,0.0025,0.00225
Patient_7_test_segment_3066.mat,0.013,0.00825
Patient_7_test_segment_3067.mat,0.00175,0.001
Patient_7_test_segment_3068.mat,0.0035,0.003
Patient_7_test_segment_3069.mat,0.284,0.07725
Patient_7_test_segment_307.mat,0.015,0.00725
Patient_7_test_segment_3070.mat,0.00275,0.002
Patient_7_test_segment_3071.mat,0.006,0.00525
Patient_7_test_segment_3072.mat,0.0085,0.00775
Patient_7_test_segment_3073.mat,0.038,0.029
Patient_7_test_segment_3074.mat,0.0005,0.0005
Patient_7_test_segment_3075.mat,0.00675,0.00525
Patient_7_test_segment_3076.mat,0.012,0.00625
Patient_7_test_segment_3077.mat,0.0015,0.00075
Patient_7_test_segment_3078.mat,0.0305,0.0095
Patient_7_test_segment_3079.mat,0.0175,0.016
Patient_7_test_segment_308.mat,0.42425,0.1135
Patient_7_test_segment_3080.mat,0.00675,0.00375
Patient_7_test_segment_3081.mat,0.00425,0.00275
Patient_7_test_segment_3082.mat,0.007,0.0055
Patient_7_test_segment_3083.mat,0.0085,0.00725
Patient_7_test_segment_3084.mat,0.01925,0.0065
Patient_7_test_segment_3085.mat,0.001,0.00075
Patient_7_test_segment_3086.mat,0.0045,0.00375
Patient_7_test_segment_3087.mat,0.01025,0.0085
Patient_7_test_segment_3088.mat,0.0065,0.00425
Patient_7_test_segment_3089.mat,0.012,0.01075
Patient_7_test_segment_309.mat,0.01275,0.005
Patient_7_test_segment_3090.mat,0.005,0.00475
Patient_7_test_segment_3091.mat,0.003,0.00225
Patient_7_test_segment_3092.mat,0.00075,0.0005
Patient_7_test_segment_3093.mat,0.15125,0.01125
Patient_7_test_segment_3094.mat,0.0085,0.006
Patient_7_test_segment_3095.mat,0.01025,0.007
Patient_7_test_segment_3096.mat,0.0155,0.0065
Patient_7_test_segment_3097.mat,0.00525,0.00425
Patient_7_test_segment_3098.mat,0.00425,0.00325
Patient_7_test_segment_3099.mat,0.01075,0.0055
Patient_7_test_segment_31.mat,0.88,0.432
Patient_7_test_segment_310.mat,0.02925,0.016
Patient_7_test_segment_3100.mat,0.02725,0.01575
Patient_7_test_segment_3101.mat,0.0165,0.01375
Patient_7_test_segment_3102.mat,0.01225,0.00825
Patient_7_test_segment_3103.mat,0.00325,0.0025
Patient_7_test_segment_3104.mat,0.00975,0.00725
Patient_7_test_segment_3105.mat,0.0065,0.00525
Patient_7_test_segment_3106.mat,0.02075,0.015
Patient_7_test_segment_3107.mat,0.0075,0.0065
Patient_7_test_segment_3108.mat,0.008,0.00525
Patient_7_test_segment_3109.mat,0.0135,0.01275
Patient_7_test_segment_311.mat,0.011,0.0045
Patient_7_test_segment_3110.mat,0.00825,0.007
Patient_7_test_segment_3111.mat,0.01775,0.0165
Patient_7_test_segment_3112.mat,0.00325,0.00125
Patient_7_test_segment_3113.mat,0.008,0.0055
Patient_7_test_segment_3114.mat,0.00575,0.00475
Patient_7_test_segment_3115.mat,0.0115,0.00975
Patient_7_test_segment_3116.mat,0.00875,0.007
Patient_7_test_segment_3117.mat,0.0015,0.00025
Patient_7_test_segment_3118.mat,0.0035,0.00275
Patient_7_test_segment_3119.mat,0.018,0.016
Patient_7_test_segment_312.mat,0.021,0.0165
Patient_7_test_segment_3120.mat,0.00825,0.007
Patient_7_test_segment_3121.mat,0.0015,0.00025
Patient_7_test_segment_3122.mat,0.01625,0.01275
Patient_7_test_segment_3123.mat,0.00225,0.002
Patient_7_test_segment_3124.mat,0.1585,0.00775
Patient_7_test_segment_3125.mat,0.00725,0.005
Patient_7_test_segment_3126.mat,0.00225,0.001
Patient_7_test_segment_3127.mat,0.008,0.004
Patient_7_test_segment_3128.mat,0.0015,0.001
Patient_7_test_segment_3129.mat,0.009,0.00725
Patient_7_test_segment_313.mat,0.01575,0.01425
Patient_7_test_segment_3130.mat,0.00375,0.00325
Patient_7_test_segment_3131.mat,0.0035,0.003
Patient_7_test_segment_3132.mat,0.00175,0.001
Patient_7_test_segment_3133.mat,0.00525,0.00275
Patient_7_test_segment_3134.mat,0.00175,0.001
Patient_7_test_segment_3135.mat,0.0035,0.003
Patient_7_test_segment_3136.mat,0.01975,0.01375
Patient_7_test_segment_3137.mat,0.014,0.00825
Patient_7_test_segment_3138.mat,0.00925,0.0075
Patient_7_test_segment_3139.mat,0.009,0.008
Patient_7_test_segment_314.mat,0.00375,0.00325
Patient_7_test_segment_3140.mat,0.02675,0.01025
Patient_7_test_segment_3141.mat,0.01725,0.0055
Patient_7_test_segment_3142.mat,0.00975,0.0045
Patient_7_test_segment_3143.mat,0.01725,0.01425
Patient_7_test_segment_3144.mat,0.009,0.008
Patient_7_test_segment_3145.mat,0.017,0.00625
Patient_7_test_segment_3146.mat,0.028,0.005
Patient_7_test_segment_3147.mat,0.0195,0.01425
Patient_7_test_segment_3148.mat,0.0295,0.00975
Patient_7_test_segment_3149.mat,0.0085,0.0065
Patient_7_test_segment_315.mat,0.00925,0.00375
Patient_7_test_segment_3150.mat,0.13025,0.03175
Patient_7_test_segment_3151.mat,0.01925,0.013
Patient_7_test_segment_3152.mat,0.03075,0.0115
Patient_7_test_segment_3153.mat,0.0095,0.006
Patient_7_test_segment_3154.mat,0.01925,0.0155
Patient_7_test_segment_3155.mat,0.00525,0.0035
Patient_7_test_segment_3156.mat,0.0005,0.0005
Patient_7_test_segment_3157.mat,0.007,0.00475
Patient_7_test_segment_3158.mat,0.009,0.0055
Patient_7_test_segment_3159.mat,0.018,0.0155
Patient_7_test_segment_316.mat,0.00175,0.001
Patient_7_test_segment_3160.mat,0.008,0.00625
Patient_7_test_segment_3161.mat,0.00325,0.0025
Patient_7_test_segment_3162.mat,0.008,0.0035
Patient_7_test_segment_3163.mat,0.01875,0.0075
Patient_7_test_segment_3164.mat,0.00125,0.00075
Patient_7_test_segment_3165.mat,0.00475,0.004
Patient_7_test_segment_3166.mat,0.02025,0.00425
Patient_7_test_segment_3167.mat,0.01775,0.0065
Patient_7_test_segment_3168.mat,0.01725,0.015
Patient_7_test_segment_3169.mat,0.0075,0.006
Patient_7_test_segment_317.mat,0.016,0.015
Patient_7_test_segment_3170.mat,0.00475,0.00325
Patient_7_test_segment_3171.mat,0.008,0.00625
Patient_7_test_segment_3172.mat,0.004,0.00325
Patient_7_test_segment_3173.mat,0.009,0.00525
Patient_7_test_segment_3174.mat,0.00675,0.0045
Patient_7_test_segment_3175.mat,0.00925,0.0075
Patient_7_test_segment_3176.mat,0.00125,0.00075
Patient_7_test_segment_3177.mat,0.00625,0.00475
Patient_7_test_segment_3178.mat,0.0045,0.00375
Patient_7_test_segment_3179.mat,0.0085,0.00375
Patient_7_test_segment_318.mat,0.0095,0.00625
Patient_7_test_segment_3180.mat,0.00375,0.00175
Patient_7_test_segment_3181.mat,0.0115,0.0055
Patient_7_test_segment_3182.mat,0.01275,0.004
Patient_7_test_segment_3183.mat,0.00725,0.0065
Patient_7_test_segment_3184.mat,0.00675,0.00425
Patient_7_test_segment_3185.mat,0.01275,0.00725
Patient_7_test_segment_3186.mat,0.03,0.01575
Patient_7_test_segment_3187.mat,0.00375,0.00125
Patient_7_test_segment_3188.mat,0.00725,0.00525
Patient_7_test_segment_3189.mat,0.00775,0.0045
Patient_7_test_segment_319.mat,0.0165,0.00725
Patient_7_test_segment_3190.mat,0.00325,0.003
Patient_7_test_segment_3191.mat,0.0095,0.0075
Patient_7_test_segment_3192.mat,0.0055,0.00325
Patient_7_test_segment_3193.mat,0.0135,0.0115
Patient_7_test_segment_3194.mat,0.0115,0.00525
Patient_7_test_segment_3195.mat,0.008,0.0055
Patient_7_test_segment_3196.mat,0.00275,0.0025
Patient_7_test_segment_3197.mat,0.00375,0.0035
Patient_7_test_segment_3198.mat,0.00625,0.00325
Patient_7_test_segment_3199.mat,0.00725,0.005
Patient_7_test_segment_32.mat,0.00475,0.00375
Patient_7_test_segment_320.mat,0.008,0.006
Patient_7_test_segment_3200.mat,0.00075,0.00025
Patient_7_test_segment_3201.mat,0.012,0.00525
Patient_7_test_segment_3202.mat,0.00775,0.00475
Patient_7_test_segment_3203.mat,0.0075,0.004
Patient_7_test_segment_3204.mat,0.01275,0.00875
Patient_7_test_segment_3205.mat,0.00725,0.005
Patient_7_test_segment_3206.mat,0.0045,0.00325
Patient_7_test_segment_3207.mat,0.0035,0.00275
Patient_7_test_segment_3208.mat,0.00675,0.00525
Patient_7_test_segment_3209.mat,0.00075,0.0005
Patient_7_test_segment_321.mat,0.82175,0.62
Patient_7_test_segment_3210.mat,0.01225,0.00375
Patient_7_test_segment_3211.mat,0.01125,0.0045
Patient_7_test_segment_3212.mat,0.0195,0.0155
Patient_7_test_segment_3213.mat,0.0075,0.0055
Patient_7_test_segment_3214.mat,0.109,0.038
Patient_7_test_segment_3215.mat,0.01225,0.004
Patient_7_test_segment_3216.mat,0.01225,0.00425
Patient_7_test_segment_3217.mat,0.00675,0.00525
Patient_7_test_segment_3218.mat,0.002,0.001
Patient_7_test_segment_3219.mat,0.006,0.00375
Patient_7_test_segment_322.mat,0.0045,0.0025
Patient_7_test_segment_3220.mat,0.00225,0.002
Patient_7_test_segment_3221.mat,0.0135,0.00575
Patient_7_test_segment_3222.mat,0.0125,0.01125
Patient_7_test_segment_3223.mat,0.02175,0.01275
Patient_7_test_segment_3224.mat,0.01325,0.00725
Patient_7_test_segment_3225.mat,0.01525,0.0125
Patient_7_test_segment_3226.mat,0.003,0.002
Patient_7_test_segment_3227.mat,0.00375,0.0035
Patient_7_test_segment_3228.mat,0.00525,0.0035
Patient_7_test_segment_3229.mat,0.01075,0.00675
Patient_7_test_segment_323.mat,0.0515,0.0045
Patient_7_test_segment_3230.mat,0.01225,0.01075
Patient_7_test_segment_3231.mat,0.00175,0.00125
Patient_7_test_segment_3232.mat,0.02425,0.018
Patient_7_test_segment_3233.mat,0.01725,0.01425
Patient_7_test_segment_3234.mat,0.008,0.00375
Patient_7_test_segment_3235.mat,0.00725,0.0065
Patient_7_test_segment_3236.mat,0.0005,0.00025
Patient_7_test_segment_3237.mat,0.008,0.00475
Patient_7_test_segment_3238.mat,0.0145,0.0095
Patient_7_test_segment_3239.mat,0.004,0.002
Patient_7_test_segment_324.mat,0.00425,0.00375
Patient_7_test_segment_3240.mat,0.005,0.0045
Patient_7_test_segment_3241.mat,0.00825,0.00525
Patient_7_test_segment_3242.mat,0.014,0.01225
Patient_7_test_segment_3243.mat,0.00125,0.0005
Patient_7_test_segment_3244.mat,0.034,0.0115
Patient_7_test_segment_3245.mat,0.008,0.0045
Patient_7_test_segment_3246.mat,0.0235,0.0105
Patient_7_test_segment_3247.mat,0.01425,0.01175
Patient_7_test_segment_3248.mat,0.00475,0.0035
Patient_7_test_segment_3249.mat,0.001,0.00025
Patient_7_test_segment_325.mat,0.88275,0.16225
Patient_7_test_segment_3250.mat,0.0045,0.004
Patient_7_test_segment_3251.mat,0.008,0.00725
Patient_7_test_segment_3252.mat,0.012,0.008
Patient_7_test_segment_3253.mat,0.00375,0.0025
Patient_7_test_segment_3254.mat,0.007,0.00475
Patient_7_test_segment_3255.mat,0.00125,0.001
Patient_7_test_segment_3256.mat,0.003,0.00275
Patient_7_test_segment_3257.mat,0.00475,0.00325
Patient_7_test_segment_3258.mat,0.12375,0.0105
Patient_7_test_segment_3259.mat,0.0035,0.00225
Patient_7_test_segment_326.mat,0.00175,0.001
Patient_7_test_segment_3260.mat,0.02125,0.00525
Patient_7_test_segment_3261.mat,0.00225,0.002
Patient_7_test_segment_3262.mat,0.00675,0.00425
Patient_7_test_segment_3263.mat,0.007,0.00475
Patient_7_test_segment_3264.mat,0.0105,0.00825
Patient_7_test_segment_3265.mat,0.00275,0.0025
Patient_7_test_segment_3266.mat,0.001,0.00075
Patient_7_test_segment_3267.mat,0.04325,0.024
Patient_7_test_segment_3268.mat,0.00525,0.00475
Patient_7_test_segment_3269.mat,0.0125,0.0065
Patient_7_test_segment_327.mat,0.0075,0.00525
Patient_7_test_segment_3270.mat,0.0035,0.00275
Patient_7_test_segment_3271.mat,0.004,0.00325
Patient_7_test_segment_3272.mat,0.01525,0.00375
Patient_7_test_segment_3273.mat,0.01675,0.01475
Patient_7_test_segment_3274.mat,0.0045,0.003
Patient_7_test_segment_3275.mat,0.00775,0.00625
Patient_7_test_segment_3276.mat,0.00325,0.003
Patient_7_test_segment_3277.mat,0.00125,0.00075
Patient_7_test_segment_3278.mat,0.00075,0.00025
Patient_7_test_segment_3279.mat,0.01075,0.00825
Patient_7_test_segment_328.mat,0.013,0.01075
Patient_7_test_segment_3280.mat,0.00775,0.004
Patient_7_test_segment_3281.mat,0.01375,0.01275
Patient_7_test_segment_3282.mat,0.37875,0.08
Patient_7_test_segment_3283.mat,0.00475,0.00325
Patient_7_test_segment_3284.mat,0.01575,0.01275
Patient_7_test_segment_3285.mat,0.00325,0.00275
Patient_7_test_segment_3286.mat,0.00875,0.0075
Patient_7_test_segment_3287.mat,0.0035,0.003
Patient_7_test_segment_3288.mat,0.00475,0.00425
Patient_7_test_segment_3289.mat,0.00275,0.0025
Patient_7_test_segment_329.mat,0.69675,0.05175
Patient_7_test_segment_3290.mat,0.00875,0.00625
Patient_7_test_segment_3291.mat,0.00325,0.00225
Patient_7_test_segment_3292.mat,0.004,0.003
Patient_7_test_segment_3293.mat,0.00125,0.001
Patient_7_test_segment_3294.mat,0.00075,0.00075
Patient_7_test_segment_3295.mat,0.0085,0.00725
Patient_7_test_segment_3296.mat,0.009,0.0075
Patient_7_test_segment_3297.mat,0.006,0.00475
Patient_7_test_segment_3298.mat,0.004,0.00325
Patient_7_test_segment_3299.mat,0.00425,0.0035
Patient_7_test_segment_33.mat,0.008,0.007
Patient_7_test_segment_330.mat,0.01325,0.00975
Patient_7_test_segment_3300.mat,0.01075,0.01
Patient_7_test_segment_3301.mat,0.00575,0.00425
Patient_7_test_segment_3302.mat,0.00225,0.001
Patient_7_test_segment_3303.mat,0.0245,0.00325
Patient_7_test_segment_3304.mat,0.00425,0.0035
Patient_7_test_segment_3305.mat,0.00675,0.00425
Patient_7_test_segment_3306.mat,0.009,0.006
Patient_7_test_segment_3307.mat,0.0065,0.004
Patient_7_test_segment_3308.mat,0.00825,0.0075
Patient_7_test_segment_3309.mat,0.00775,0.00525
Patient_7_test_segment_331.mat,0.004,0.00325
Patient_7_test_segment_3310.mat,0.01125,0.00975
Patient_7_test_segment_3311.mat,0.00775,0.006
Patient_7_test_segment_3312.mat,0.001,0.001
Patient_7_test_segment_3313.mat,0.00775,0.00575
Patient_7_test_segment_3314.mat,0.011,0.00625
Patient_7_test_segment_3315.mat,0.00675,0.00375
Patient_7_test_segment_3316.mat,0.01,0.004
Patient_7_test_segment_3317.mat,0.013,0.0105
Patient_7_test_segment_3318.mat,0.00125,0.00075
Patient_7_test_segment_3319.mat,0.0105,0.0095
Patient_7_test_segment_332.mat,0.00375,0.00325
Patient_7_test_segment_3320.mat,0.00675,0.00575
Patient_7_test_segment_3321.mat,0.0015,0.001
Patient_7_test_segment_3322.mat,0.00425,0.0035
Patient_7_test_segment_3323.mat,0.01875,0.01575
Patient_7_test_segment_3324.mat,0.007,0.005
Patient_7_test_segment_3325.mat,0.498,0.12975
Patient_7_test_segment_3326.mat,0.001,0.001
Patient_7_test_segment_3327.mat,0.1535,0.00975
Patient_7_test_segment_3328.mat,0.00375,0.00325
Patient_7_test_segment_3329.mat,0.00275,0.002
Patient_7_test_segment_333.mat,0.782,0.15175
Patient_7_test_segment_3330.mat,0.009,0.00725
Patient_7_test_segment_3331.mat,0.006,0.005
Patient_7_test_segment_3332.mat,0.00225,0.001
Patient_7_test_segment_3333.mat,0.0045,0.0035
Patient_7_test_segment_3334.mat,0.0045,0.004
Patient_7_test_segment_3335.mat,0.028,0.00975
Patient_7_test_segment_3336.mat,0.0075,0.00675
Patient_7_test_segment_3337.mat,0.01775,0.01525
Patient_7_test_segment_3338.mat,0.01375,0.01125
Patient_7_test_segment_3339.mat,0.11625,0.01275
Patient_7_test_segment_334.mat,0.0105,0.0095
Patient_7_test_segment_3340.mat,0.12825,0.01025
Patient_7_test_segment_3341.mat,0.02375,0.02075
Patient_7_test_segment_3342.mat,0.003,0.00125
Patient_7_test_segment_3343.mat,0.01175,0.011
Patient_7_test_segment_3344.mat,0.00425,0.00275
Patient_7_test_segment_3345.mat,0.00375,0.003
Patient_7_test_segment_3346.mat,0.0155,0.01175
Patient_7_test_segment_3347.mat,0.51225,0.0665
Patient_7_test_segment_3348.mat,0.0095,0.00625
Patient_7_test_segment_3349.mat,0.01425,0.01275
Patient_7_test_segment_335.mat,0.0115,0.01075
Patient_7_test_segment_3350.mat,0.00675,0.00425
Patient_7_test_segment_3351.mat,0.00175,0.00125
Patient_7_test_segment_3352.mat,0.0105,0.00725
Patient_7_test_segment_3353.mat,0.01175,0.0065
Patient_7_test_segment_3354.mat,0.02225,0.00425
Patient_7_test_segment_3355.mat,0.00875,0.00525
Patient_7_test_segment_3356.mat,0.00625,0.004
Patient_7_test_segment_3357.mat,0.00575,0.0045
Patient_7_test_segment_3358.mat,0.0085,0.0065
Patient_7_test_segment_3359.mat,0.004,0.00375
Patient_7_test_segment_336.mat,0.0045,0.00175
Patient_7_test_segment_3360.mat,0.01825,0.01525
Patient_7_test_segment_3361.mat,0.00275,0.00225
Patient_7_test_segment_3362.mat,0.02075,0.0065
Patient_7_test_segment_3363.mat,0.0065,0.0055
Patient_7_test_segment_3364.mat,0.2315,0.12275
Patient_7_test_segment_3365.mat,0.018,0.0165
Patient_7_test_segment_3366.mat,0.00875,0.0055
Patient_7_test_segment_3367.mat,0.0045,0.0035
Patient_7_test_segment_3368.mat,0.0085,0.005
Patient_7_test_segment_3369.mat,0.011,0.0085
Patient_7_test_segment_337.mat,0.8485,0.63125
Patient_7_test_segment_3370.mat,0.00375,0.00275
Patient_7_test_segment_3371.mat,0.02325,0.01225
Patient_7_test_segment_3372.mat,0.009,0.0055
Patient_7_test_segment_3373.mat,0.00925,0.0085
Patient_7_test_segment_3374.mat,0.00775,0.007
Patient_7_test_segment_3375.mat,0.0035,0.003
Patient_7_test_segment_3376.mat,0.004,0.00375
Patient_7_test_segment_3377.mat,0.00875,0.0075
Patient_7_test_segment_3378.mat,0.004,0.00325
Patient_7_test_segment_3379.mat,0.004,0.00275
Patient_7_test_segment_338.mat,0.01875,0.01525
Patient_7_test_segment_3380.mat,0.017,0.014
Patient_7_test_segment_3381.mat,0.18725,0.02975
Patient_7_test_segment_3382.mat,0.006,0.00425
Patient_7_test_segment_3383.mat,0.012,0.011
Patient_7_test_segment_3384.mat,0.074,0.007
Patient_7_test_segment_3385.mat,0.11275,0.014
Patient_7_test_segment_3386.mat,0.004,0.0035
Patient_7_test_segment_3387.mat,0.0135,0.008
Patient_7_test_segment_3388.mat,0.017,0.01575
Patient_7_test_segment_3389.mat,0.346,0.0635
Patient_7_test_segment_339.mat,0.643,0.02975
Patient_7_test_segment_3390.mat,0.055,0.0065
Patient_7_test_segment_3391.mat,0.007,0.0045
Patient_7_test_segment_3392.mat,0.00025,0
Patient_7_test_segment_3393.mat,0.00625,0.005
Patient_7_test_segment_3394.mat,0.014,0.012
Patient_7_test_segment_3395.mat,0.007,0.004
Patient_7_test_segment_3396.mat,0.007,0.003
Patient_7_test_segment_3397.mat,0.05125,0.0035
Patient_7_test_segment_3398.mat,0.0065,0.00475
Patient_7_test_segment_3399.mat,0.00725,0.0045
Patient_7_test_segment_34.mat,0.02025,0.0065
Patient_7_test_segment_340.mat,0.93525,0.00825
Patient_7_test_segment_3400.mat,0.004,0.002
Patient_7_test_segment_3401.mat,0.00375,0.0035
Patient_7_test_segment_3402.mat,0.0075,0.0065
Patient_7_test_segment_3403.mat,0.00025,0
Patient_7_test_segment_3404.mat,0.0125,0.01125
Patient_7_test_segment_3405.mat,0.01125,0.0045
Patient_7_test_segment_3406.mat,0.002,0.001
Patient_7_test_segment_3407.mat,0.00925,0.00825
Patient_7_test_segment_3408.mat,0.02175,0.01775
Patient_7_test_segment_3409.mat,0.00875,0.00475
Patient_7_test_segment_341.mat,0.008,0.005
Patient_7_test_segment_3410.mat,0.023,0.01825
Patient_7_test_segment_3411.mat,0.012,0.011
Patient_7_test_segment_3412.mat,0.002,0.0015
Patient_7_test_segment_3413.mat,0.005,0.0035
Patient_7_test_segment_3414.mat,0.0065,0.00575
Patient_7_test_segment_3415.mat,0.00025,0
Patient_7_test_segment_3416.mat,0.0035,0.003
Patient_7_test_segment_3417.mat,0.0765,0.0325
Patient_7_test_segment_3418.mat,0.00775,0.004
Patient_7_test_segment_3419.mat,0.00825,0.00725
Patient_7_test_segment_342.mat,0.004,0.00375
Patient_7_test_segment_3420.mat,0.015,0.007
Patient_7_test_segment_3421.mat,0.00325,0.003
Patient_7_test_segment_3422.mat,0.006,0.005
Patient_7_test_segment_3423.mat,0.00825,0.0045
Patient_7_test_segment_3424.mat,0.00875,0.0045
Patient_7_test_segment_3425.mat,0.14125,0.0625
Patient_7_test_segment_3426.mat,0.00525,0.00425
Patient_7_test_segment_3427.mat,0.008,0.00425
Patient_7_test_segment_3428.mat,0.002,0.00175
Patient_7_test_segment_3429.mat,0.00475,0.003
Patient_7_test_segment_343.mat,0.0045,0.00375
Patient_7_test_segment_3430.mat,0.01875,0.00675
Patient_7_test_segment_3431.mat,0.01,0.0085
Patient_7_test_segment_3432.mat,0.00125,0.0005
Patient_7_test_segment_3433.mat,0.00375,0.0025
Patient_7_test_segment_3434.mat,0.019,0.015
Patient_7_test_segment_3435.mat,0.0155,0.01325
Patient_7_test_segment_3436.mat,0.0175,0.01475
Patient_7_test_segment_3437.mat,0.01075,0.00975
Patient_7_test_segment_3438.mat,0.1685,0.0175
Patient_7_test_segment_3439.mat,0.01125,0.00725
Patient_7_test_segment_344.mat,0.04725,0.007
Patient_7_test_segment_3440.mat,0.00525,0.00425
Patient_7_test_segment_3441.mat,0.01625,0.01525
Patient_7_test_segment_3442.mat,0.01075,0.00675
Patient_7_test_segment_3443.mat,0.0035,0.00325
Patient_7_test_segment_3444.mat,0.63175,0.034
Patient_7_test_segment_3445.mat,0.01325,0.00825
Patient_7_test_segment_3446.mat,0.013,0.00725
Patient_7_test_segment_3447.mat,0.0015,0.00075
Patient_7_test_segment_3448.mat,0.00725,0.00625
